Year	RK	Player	Team	G	REC	YDS	Y/R	YBC	YBC/R	AIR	AIR/R	YAC	YAC/R	YACON	YACON/R	BRKTKL	TGT	% TM	CATCHABLE	DROP	RZ TGT	10+ YDS	20+ YDS	30+ YDS	40+ YDS	50+ YDS	LNG
2023	2	George Kittle	SF	16	65	1,020	15.7	537	8.3	852	13.1	483	7.4	154	2.4	5	90	19.10%	71	4	12	40	18	8	3	2	66
2023	3	Travis Kelce	KC	15	93	984	10.6	514	5.5	807	8.7	470	5.1	95	1	4	121	20.20%	101	7	19	39	12	2	2	1	53
2023	4	T.J. Hockenson	MIN	15	95	960	10.1	624	6.6	976	10.3	336	3.5	115	1.2	4	127	21.00%	99	4	10	40	13	0	0	0	29
2023	5	David Njoku	CLE	16	81	882	10.9	283	3.5	551	6.8	599	7.4	271	3.3	10	123	20.60%	93	11	17	29	12	7	2	0	43
2023	6	Evan Engram	JAC	17	114	963	8.4	447	3.9	716	6.3	516	4.5	154	1.4	5	143	23.60%	122	7	9	40	9	1	0	0	34
2023	7	Taysom Hill	NO	16	33	291	8.8	158	4.8	209	6.3	133	4	42	1.3	3	40	6.90%	35	1	4	10	2	1	0	0	36
2023	8	Cole Kmet	CHI	17	73	719	9.8	429	5.9	547	7.5	290	4	101	1.4	4	90	18.90%	75	1	15	25	9	2	2	1	53
2023	9	Jake Ferguson	DAL	17	71	761	10.7	336	4.7	521	7.3	425	6	169	2.4	6	102	16.90%	77	5	23	36	8	3	1	0	40
2023	10	Trey McBride	ARI	17	81	825	10.2	405	5	652	8	420	5.2	137	1.7	10	106	19.60%	84	3	11	35	9	2	0	0	38
2023	11	Dalton Schultz	HOU	15	59	635	10.8	376	6.4	649	11	259	4.4	100	1.7	8	88	15.50%	62	3	13	26	7	1	0	0	31
2023	12	Mark Andrews	BAL	10	45	544	12.1	327	7.3	443	9.8	217	4.8	92	2	4	61	12.80%	50	3	14	23	8	3	0	0	38
2023	13	Kyle Pitts Sr.	ATL	17	53	667	12.6	533	10.1	1,029	19.4	134	2.5	30	0.6	0	90	17.70%	57	4	5	32	7	3	0	0	39
2023	14	Hunter Henry	NE	14	42	419	10	341	8.1	524	12.5	78	1.9	35	0.8	2	61	11.30%	45	3	6	16	2	0	0	0	24
2023	15	Dallas Goedert	PHI	14	59	592	10	273	4.6	449	7.6	319	5.4	101	1.7	2	83	15.80%	61	2	10	24	6	1	1	0	49
2023	15	Dalton Kincaid	BUF	16	73	673	9.2	358	4.9	538	7.4	315	4.3	66	0.9	3	91	16.70%	78	4	9	23	5	1	1	1	51
2023	17	Jonnu Smith	ATL	17	50	582	11.6	225	4.5	459	9.2	357	7.1	118	2.4	6	70	13.80%	54	4	9	25	4	3	2	2	60
2023	18	Logan Thomas	WAS	16	55	496	9	267	4.9	477	8.7	229	4.2	58	1.1	1	78	13.00%	57	2	9	17	3	0	0	0	29
2023	19	Isaiah Likely	BAL	17	30	411	13.7	195	6.5	249	8.3	216	7.2	106	3.5	6	40	8.40%	33	3	7	16	6	3	1	1	54
2023	20	Cade Otton	TB	17	47	455	9.7	232	4.9	452	9.6	223	4.7	53	1.1	4	67	12.20%	50	3	10	15	6	0	0	0	27
2023	21	Tyler Conklin	NYJ	17	61	621	10.2	375	6.1	595	9.8	246	4	83	1.4	2	87	15.50%	63	2	9	21	7	2	0	0	37
2023	21	Tyler Higbee	LAR	15	47	495	10.5	249	5.3	406	8.6	246	5.2	56	1.2	2	70	12.60%	55	7	5	20	6	2	0	0	33
2023	23	Darren Waller	NYG	12	52	552	10.6	341	6.6	592	11.4	211	4.1	45	0.9	0	74	15.30%	55	3	4	21	8	0	0	0	29
2023	23	Juwan Johnson	NO	13	37	368	9.9	223	6	437	11.8	145	3.9	36	1	3	59	10.20%	40	3	7	14	7	1	0	0	32
2023	25	Gerald Everett	LAC	15	51	411	8.1	136	2.7	282	5.5	275	5.4	119	2.3	9	70	11.40%	53	2	10	16	4	1	0	0	31
2023	26	Chig Okonkwo	TEN	17	54	528	9.8	268	5	529	9.8	260	4.8	76	1.4	5	77	16.10%	61	6	6	25	6	1	0	0	39
2023	27	Donald Parham Jr.	LAC	14	27	285	10.6	159	5.9	306	11.3	126	4.7	67	2.5	1	41	6.70%	30	3	10	15	2	0	0	0	24
2023	28	Tucker Kraft	GB	17	31	355	11.5	123	4	156	5	232	7.5	97	3.1	4	40	7.10%	31	0	7	10	5	2	1	0	43
2023	29	Pat Freiermuth	PIT	12	32	308	9.6	163	5.1	310	9.7	145	4.5	76	2.4	2	47	9.70%	33	0	6	11	3	0	0	0	29
2023	30	Michael Mayer	LV	14	27	304	11.3	140	5.2	227	8.4	164	6.1	64	2.4	3	40	7.50%	28	1	7	15	2	1	0	0	32
2023	31	Kylen Granson	IND	15	30	368	12.3	240	8	402	13.4	128	4.3	26	0.9	0	50	9.20%	33	3	5	14	5	2	2	0	46
2023	31	Noah Gray	KC	17	28	305	10.9	165	5.9	280	10	140	5	56	2	4	41	6.80%	30	1	3	12	4	2	0	0	34
2023	33	Noah Fant	SEA	17	32	414	12.9	237	7.4	298	9.3	177	5.5	56	1.8	1	43	7.90%	33	1	2	15	7	2	1	1	51
2023	33	Luke Musgrave	GB	11	34	352	10.4	183	5.4	344	10.1	169	5	28	0.8	0	46	8.20%	37	3	5	12	5	2	0	0	37
2023	33	Tanner Hudson	CIN	12	39	352	9	204	5.2	269	6.9	148	3.8	37	0.9	2	50	8.40%	40	1	3	15	3	0	0	0	26
2023	36	Adam Trautman	DEN	17	22	204	9.3	106	4.8	226	10.3	98	4.5	21	1	2	35	7.30%	22	0	13	7	2	0	0	0	24
2023	37	Tommy Tremble	CAR	16	23	194	8.4	99	4.3	204	8.9	95	4.1	40	1.7	3	32	6.00%	23	0	4	8	2	1	0	0	30
2023	37	Colby Parkinson	SEA	15	25	247	9.9	161	6.4	222	8.9	86	3.4	14	0.6	1	34	6.20%	27	2	8	8	5	0	0	0	27
2023	37	Durham Smythe	MIA	13	35	366	10.5	227	6.5	284	8.1	139	4	27	0.8	0	43	7.80%	37	1	4	16	3	0	0	0	22
2023	40	Mike Gesicki	NE	15	29	244	8.4	148	5.1	375	12.9	96	3.3	12	0.4	0	45	8.30%	29	0	6	11	0	0	0	0	18
2023	40	Mo Alie-Cox	IND	17	13	161	12.4	81	6.2	222	17.1	80	6.2	24	1.8	1	22	4.00%	14	1	3	8	2	2	0	0	35
2023	42	Brevin Jordan	HOU	13	17	219	12.9	95	5.6	115	6.8	124	7.3	19	1.1	1	21	3.70%	18	1	2	10	3	0	0	0	27
2023	43	Dawson Knox	BUF	12	22	186	8.5	90	4.1	253	11.5	96	4.4	24	1.1	1	36	6.60%	26	4	8	11	0	0	0	0	17
2023	44	Josh Oliver	MIN	17	22	213	9.7	51	2.3	72	3.3	162	7.4	36	1.6	1	28	4.60%	22	0	5	11	3	1	0	0	33
2023	45	Drew Sample	CIN	17	22	163	7.4	-10	-0.5	29	1.3	173	7.9	29	1.3	1	27	4.60%	23	1	3	7	1	0	0	0	22
2023	45	Jimmy Graham	NO	6	6	39	6.5	36	6	42	7	3	0.5	1	0.2	0	7	1.20%	7	1	5	1	0	0	0	0	12
2023	45	Andrew Beck	HOU	13	11	55	5	18	1.6	22	2	37	3.4	7	0.6	1	13	2.30%	11	0	4	1	1	0	0	0	26
2023	48	Drew Ogletree	IND	12	9	147	16.3	117	13	209	23.2	30	3.3	12	1.3	1	21	3.80%	10	1	2	7	4	1	0	0	33
2023	49	Daniel Bellinger	NYG	17	25	255	10.2	121	4.8	130	5.2	134	5.4	59	2.4	2	28	5.80%	26	1	0	7	4	0	0	0	26
2023	50	Foster Moreau	NO	15	21	193	9.2	97	4.6	122	5.8	96	4.6	21	1	1	25	4.30%	22	1	4	8	1	0	0	0	23
2023	50	Harrison Bryant	CLE	15	13	81	6.2	46	3.5	81	6.2	35	2.7	11	0.8	1	20	3.40%	15	2	5	1	1	0	0	0	23
2023	50	Pharaoh Brown	NE	11	13	208	16	87	6.7	104	8	121	9.3	45	3.5	2	15	2.80%	13	0	0	7	5	1	1	1	58
2023	50	Zach Ertz	ARI	7	27	187	6.9	141	5.2	332	12.3	46	1.7	5	0.2	0	43	8.00%	29	2	7	7	0	0	0	0	17
2023	54	Hayden Hurst	CAR	10	18	184	10.2	117	6.5	242	13.4	67	3.7	15	0.8	1	32	6.00%	20	2	3	5	1	1	1	0	48
2023	55	Austin Hooper	LV	16	25	234	9.4	92	3.7	130	5.2	142	5.7	50	2	2	31	5.80%	26	1	3	10	2	0	0	0	21
2023	55	Will Dissly	SEA	13	17	172	10.1	52	3.1	62	3.6	120	7.1	44	2.6	3	22	4.00%	18	1	2	7	2	0	0	0	21
2023	55	Johnny Mundt	MIN	11	17	172	10.1	78	4.6	114	6.7	94	5.5	27	1.6	1	23	3.80%	18	0	4	7	2	1	0	0	32
2023	58	Elijah Higgins	ARI	11	14	163	11.6	96	6.9	128	9.1	67	4.8	17	1.2	0	19	3.50%	15	2	2	7	3	0	0	0	26
2023	58	Stone Smartt	LAC	12	11	155	14.1	99	9	180	16.4	56	5.1	40	3.6	1	21	3.40%	12	1	2	4	3	1	1	1	51
2023	60	Will Mallory	IND	12	18	207	11.5	118	6.6	203	11.3	89	4.9	23	1.3	0	26	4.80%	18	0	1	9	1	1	1	0	43
2023	61	Luke Schoonmaker	DAL	17	8	65	8.1	38	4.8	81	10.1	27	3.4	13	1.6	1	15	2.50%	11	3	5	4	0	0	0	0	18
2023	62	MyCole Pruitt	ATL	11	9	110	12.2	59	6.6	62	6.9	51	5.7	19	2.1	1	12	2.40%	9	0	3	6	2	0	0	0	22
2023	62	Connor Heyward	PIT	17	23	167	7.3	73	3.2	175	7.6	94	4.1	21	0.9	1	34	7.00%	25	2	3	9	0	0	0	0	13
2023	64	Irv Smith Jr.	CIN	11	18	115	6.4	49	2.7	105	5.8	66	3.7	20	1.1	0	26	4.40%	21	3	5	4	0	0	0	0	14
2023	64	Lucas Krull	DEN	7	8	95	11.9	45	5.6	133	16.6	50	6.3	19	2.4	0	14	2.90%	8	0	2	3	1	1	0	0	35
2023	64	Luke Farrell	JAC	10	13	155	11.9	59	4.5	71	5.5	96	7.4	21	1.6	1	15	2.50%	13	0	1	4	2	1	1	0	42
2023	64	Davis Allen	LAR	15	10	95	9.5	21	2.1	24	2.4	74	7.4	11	1.1	0	11	2.00%	11	1	2	4	1	0	0	0	21
2023	68	Josh Whyle	TEN	11	9	94	10.4	54	6	147	16.3	40	4.4	15	1.7	1	15	3.10%	10	1	5	5	1	0	0	0	24
2023	68	Brock Wright	DET	14	13	91	7	42	3.2	40	3.1	49	3.8	12	0.9	0	14	2.40%	13	0	1	1	1	0	0	0	25
2023	68	Jeremy Ruckert	NYJ	15	16	151	9.4	100	6.3	139	8.7	51	3.2	14	0.9	0	22	3.90%	17	1	0	5	1	0	0	0	23
2023	68	John Bates	WAS	17	19	151	7.9	86	4.5	182	9.6	65	3.4	26	1.4	1	28	4.70%	22	3	3	5	1	1	0	0	35
2023	68	Charlie Kolar	BAL	14	7	87	12.4	70	10	88	12.6	17	2.4	3	0.4	0	9	1.90%	9	2	2	5	0	0	0	0	19
2023	73	Jordan Akins	CLE	13	15	132	8.8	74	4.9	109	7.3	58	3.9	24	1.6	3	23	3.90%	17	2	0	5	1	0	0	0	28
2023	73	Stephen Sullivan	CAR	11	12	125	10.4	117	9.8	255	21.3	8	0.7	1	0.1	0	24	4.50%	13	1	0	5	1	0	0	0	20
2023	75	Cole Turner	WAS	12	11	120	10.9	70	6.4	105	9.5	50	4.5	19	1.7	0	15	2.50%	12	1	4	4	2	0	0	0	29
2023	75	C.J. Uzomah	NYJ	8	8	58	7.3	25	3.1	64	8	33	4.1	19	2.4	2	12	2.10%	9	1	4	1	0	0	0	0	19
2023	77	Robert Tonyan	CHI	12	11	112	10.2	55	5	145	13.2	57	5.2	12	1.1	1	17	3.60%	13	2	2	5	1	0	0	0	24
2023	78	Brenton Strange	JAC	14	5	35	7	7	1.4	68	13.6	28	5.6	3	0.6	0	9	1.50%	6	0	4	2	0	0	0	0	17
2023	78	Geoff Swaim	ARI	9	10	94	9.4	64	6.4	60	6	30	3	10	1	0	11	2.00%	10	0	2	3	1	0	0	0	26
2023	78	Marcedes Lewis	CHI	6	4	29	7.3	0	0	9	2.3	29	7.3	7	1.8	0	5	1.00%	4	0	2	1	0	0	0	0	16
2023	81	Ben Sims	GB	16	4	21	5.3	3	0.8	30	7.5	18	4.5	12	3	0	6	1.10%	4	0	2	1	0	0	0	0	12
2023	81	Brycen Hopkins	LAR	5	5	78	15.6	46	9.2	66	13.2	32	6.4	13	2.6	1	7	1.30%	5	0	1	3	2	0	0	0	29
2023	83	Blake Bell	KC	7	5	26	5.2	7	1.4	30	6	19	3.8	5	1	0	9	1.50%	6	1	1	0	0	0	0	0	8
2023	83	Josiah Deguara	GB	9	8	65	8.1	26	3.3	26	3.3	39	4.9	15	1.9	0	8	1.40%	8	0	0	2	0	0	0	0	19
2023	85	Ko Kieft	TB	16	1	2	2	0	0	61	61	2	2	1	1	0	5	0.90%	1	0	2	0	0	0	0	0	2
2023	85	Darnell Washington	PIT	17	7	61	8.7	11	1.6	11	1.6	50	7.1	21	3	1	10	2.10%	7	0	1	3	0	0	0	0	12
2023	85	Payne Durham	TB	13	5	58	11.6	42	8.4	69	13.8	16	3.2	0	0	0	7	1.30%	7	2	1	2	1	0	0	0	25
2023	85	Mitchell Wilcox	CIN	12	9	56	6.2	8	0.9	12	1.3	48	5.3	9	1	0	12	2.00%	10	1	2	3	0	0	0	0	12
2023	85	Ian Thomas	CAR	8	5	56	11.2	23	4.6	78	15.6	33	6.6	15	3	1	9	1.70%	6	1	1	1	1	0	0	0	28
2023	90	Grant Calcaterra	PHI	14	4	39	9.8	7	1.8	7	1.8	32	8	14	3.5	1	4	0.80%	4	0	1	2	0	0	0	0	12
2023	90	Jack Stoll	PHI	7	5	38	7.6	13	2.6	25	5	25	5	11	2.2	1	8	1.50%	6	1	2	2	0	0	0	0	14
2023	90	Peyton Hendershot	DAL	8	4	38	9.5	10	2.5	27	6.8	28	7	7	1.8	0	7	1.20%	6	2	2	1	1	0	0	0	24
2023	93	Charlie Woerner	SF	10	3	32	10.7	12	4	12	4	20	6.7	9	3	0	3	0.60%	3	0	1	1	1	0	0	0	20
2023	93	Kenny Yeboah	NYJ	3	2	28	14	8	4	19	9.5	20	10	7	3.5	1	4	0.70%	2	0	0	1	1	0	0	0	20
2023	93	Julian Hill	MIA	15	6	48	8	18	3	29	4.8	30	5	16	2.7	0	9	1.60%	6	0	1	2	0	0	0	0	18
2023	93	Greg Dulcich	DEN	2	3	25	8.3	20	6.7	23	7.7	5	1.7	0	0	0	4	0.80%	3	0	0	1	0	0	0	0	13
2023	97	Nate Adkins	DEN	10	4	22	5.5	-2	-0.5	-5	-1.3	24	6	5	1.3	0	5	1.00%	5	1	0	1	0	0	0	0	11
2023	97	Chris Manhertz	DEN	7	2	16	8	6	3	12	6	10	5	4	2	0	4	0.80%	2	0	1	1	0	0	0	0	10
2023	99	Eric Saubert	HOU	3	3	12	4	6	2	6	2	6	2	1	0.3	0	3	0.50%	3	0	0	0	0	0	0	0	5
2022	1	Travis Kelce	KC	17	110	1,338	12.2	690	6.3	1,083	9.8	648	5.9	197	1.8	13	152	24.80%	119	8	30	54	19	7	2	1	52
2022	2	George Kittle	SF	15	60	765	12.8	383	6.4	555	9.3	382	6.4	137	2.3	4	86	17.10%	63	3	15	28	12	6	1	1	54
2022	3	Taysom Hill	NO	16	9	77	8.6	40	4.4	75	8.3	37	4.1	9	1	0	13	2.60%	10	1	3	3	1	1	0	0	30
2022	4	T.J. Hockenson	MIN	17	86	914	10.6	511	5.9	994	11.6	403	4.7	144	1.7	7	129	22.90%	93	7	18	37	5	3	2	2	81
2022	5	Mark Andrews	BAL	15	73	847	11.6	604	8.3	1,105	15.1	243	3.3	68	0.9	1	113	24.30%	81	8	17	39	7	1	0	0	36
2022	6	Evan Engram	JAC	17	73	766	10.5	301	4.1	614	8.4	465	6.4	102	1.4	5	98	17.10%	78	5	8	31	10	1	0	0	36
2022	7	Cole Kmet	CHI	17	50	544	10.9	258	5.2	463	9.3	286	5.7	68	1.4	3	69	19.20%	52	2	10	23	6	1	1	1	50
2022	8	Juwan Johnson	NO	16	42	508	12.1	326	7.8	583	13.9	182	4.3	63	1.5	1	65	13.20%	45	3	11	23	8	1	1	0	41
2022	9	Dawson Knox	BUF	15	48	517	10.8	324	6.8	512	10.7	193	4	61	1.3	3	65	11.70%	53	4	9	21	8	1	1	0	45
2022	10	Dallas Goedert	PHI	12	55	702	12.8	282	5.1	424	7.7	420	7.6	72	1.3	2	69	13.70%	56	1	8	34	11	1	0	0	31
2022	10	Dalton Schultz	DAL	15	57	577	10.1	373	6.5	645	11.3	204	3.6	58	1	5	89	16.30%	63	6	16	24	5	1	0	0	30
2022	12	Pat Freiermuth	PIT	15	63	732	11.6	441	7	813	12.9	291	4.6	126	2	6	98	17.90%	67	4	10	31	9	2	1	1	57
2022	13	David Njoku	CLE	14	58	628	10.8	290	5	522	9	338	5.8	82	1.4	3	80	15.80%	61	3	20	26	8	2	0	0	38
2022	14	Gerald Everett	LAC	15	58	555	9.6	229	3.9	491	8.5	326	5.6	100	1.7	5	87	12.70%	68	9	15	26	4	0	0	0	26
2022	15	Tyler Higbee	LAR	16	72	620	8.6	216	3	327	4.5	404	5.6	109	1.5	3	108	20.90%	81	7	16	21	4	0	0	0	26
2022	15	Jordan Akins	HOU	15	37	495	13.4	225	6.1	332	9	270	7.3	80	2.2	1	54	9.70%	40	3	11	20	8	4	1	0	46
2022	17	Tyler Conklin	NYJ	17	58	552	9.5	259	4.5	594	10.2	293	5.1	58	1	2	87	14.80%	65	4	4	18	6	1	0	0	30
2022	18	Noah Fant	SEA	17	50	486	9.7	265	5.3	406	8.1	221	4.4	31	0.6	0	63	11.40%	51	1	8	20	4	2	1	1	51
2022	19	Zach Ertz	ARI	10	47	406	8.6	276	5.9	548	11.7	130	2.8	21	0.4	2	69	10.90%	51	3	15	16	2	1	0	0	32
2022	20	Mike Gesicki	MIA	17	32	362	11.3	265	8.3	490	15.3	97	3	22	0.7	1	52	9.30%	36	3	12	16	5	2	0	0	32
2022	21	Chig Okonkwo	TEN	17	32	450	14.1	196	6.1	351	11	254	7.9	112	3.5	3	46	10.60%	35	3	6	21	7	4	3	0	48
2022	22	Hunter Henry	NE	16	41	509	12.4	306	7.5	456	11.1	203	5	22	0.5	0	59	11.40%	45	3	7	18	10	5	0	0	39
2022	23	Robert Tonyan	GB	17	53	470	8.9	242	4.6	390	7.4	228	4.3	33	0.6	2	67	12.40%	54	1	6	17	6	0	0	0	24
2022	24	Darren Waller	LV	9	28	388	13.9	308	11	581	20.8	80	2.9	14	0.5	0	43	7.70%	31	3	11	17	9	2	0	0	34
2022	25	Austin Hooper	TEN	17	41	444	10.8	310	7.6	469	11.4	134	3.3	34	0.8	1	60	13.80%	42	1	6	19	2	0	0	0	24
2022	25	Hayden Hurst	CIN	14	54	439	8.1	237	4.4	334	6.2	202	3.7	62	1.1	5	70	11.70%	56	2	9	13	5	0	0	0	29
2022	27	Isaiah Likely	BAL	15	36	373	10.4	222	6.2	405	11.3	151	4.2	42	1.2	5	60	12.90%	42	6	11	17	4	1	0	0	34
2022	28	Greg Dulcich	DEN	10	33	411	12.5	256	7.8	631	19.1	155	4.7	27	0.8	1	55	10.20%	35	2	2	15	6	3	0	0	39
2022	28	Will Dissly	SEA	15	34	349	10.3	165	4.9	206	6.1	184	5.4	46	1.4	2	38	6.90%	36	2	6	17	1	1	0	0	38
2022	30	Foster Moreau	LV	14	33	420	12.8	185	5.6	438	13.3	237	7.2	65	2	2	54	9.70%	39	6	5	21	7	3	0	0	33
2022	31	Cade Otton	TB	16	42	391	9.3	217	5.2	320	7.6	174	4.1	59	1.4	2	65	9.00%	47	5	15	17	4	1	0	0	35
2022	32	Jelani Woods	IND	14	25	312	12.5	192	7.7	398	15.9	120	4.8	46	1.8	1	40	6.90%	28	3	6	14	4	2	0	0	36
2022	33	Kyle Pitts Sr.	ATL	10	28	356	12.7	230	8.2	816	29.1	126	4.5	41	1.5	0	59	14.80%	33	3	5	15	5	1	0	0	33
2022	34	Brock Wright	DET	16	18	216	12	51	2.8	72	4	165	9.2	11	0.6	0	24	4.30%	22	4	5	9	3	1	1	1	51
2022	35	Daniel Bellinger	NYG	12	30	268	8.9	124	4.1	140	4.7	144	4.8	15	0.5	0	35	7.20%	31	1	6	12	2	0	0	0	24
2022	36	Colby Parkinson	SEA	14	25	322	12.9	172	6.9	278	11.1	150	6	8	0.3	0	34	6.10%	25	0	5	13	5	3	0	0	39
2022	37	Noah Gray	KC	17	28	299	10.7	117	4.2	170	6.1	182	6.5	53	1.9	2	34	5.50%	29	1	4	15	3	0	0	0	27
2022	38	MyCole Pruitt	ATL	10	16	150	9.4	75	4.7	118	7.4	75	4.7	4	0.3	0	21	5.30%	18	1	8	5	2	0	0	0	29
2022	39	Logan Thomas	WAS	13	39	323	8.3	197	5.1	430	11	126	3.2	32	0.8	0	61	11.50%	40	1	7	13	2	0	0	0	27
2022	40	C.J. Uzomah	NYJ	14	21	232	11	127	6	196	9.3	105	5	20	1	2	27	4.60%	21	0	1	6	4	3	1	0	40
2022	40	Mo Alie-Cox	IND	14	19	189	9.9	90	4.7	151	7.9	99	5.2	28	1.5	2	28	4.80%	21	1	4	8	1	1	0	0	34
2022	42	Tommy Tremble	CAR	16	19	174	9.2	112	5.9	245	12.9	62	3.3	18	0.9	0	32	7.50%	20	1	7	7	1	0	0	0	29
2022	42	Trey McBride	ARI	14	29	265	9.1	148	5.1	237	8.2	117	4	32	1.1	0	39	6.10%	32	2	1	9	3	0	0	0	29
2022	44	Harrison Bryant	CLE	14	31	239	7.7	126	4.1	270	8.7	113	3.6	21	0.7	1	42	8.30%	35	5	8	8	1	1	0	0	30
2022	45	Kylen Granson	IND	13	31	302	9.7	178	5.7	259	8.4	124	4	44	1.4	0	40	6.90%	34	2	3	14	3	1	0	0	32
2022	45	Irv Smith Jr.	MIN	8	25	182	7.3	88	3.5	164	6.6	94	3.8	24	1	0	36	5.60%	27	2	6	8	0	0	0	0	17
2022	45	Shane Zylstra	DET	11	11	60	5.5	47	4.3	78	7.1	13	1.2	0	0	0	15	2.70%	11	0	4	2	0	0	0	0	14
2022	48	Jake Ferguson	DAL	13	19	174	9.2	50	2.6	77	4.1	124	6.5	50	2.6	2	22	4.00%	19	0	3	6	3	1	0	0	30
2022	48	Peyton Hendershot	DAL	12	11	103	9.4	56	5.1	109	9.9	47	4.3	9	0.8	0	16	2.90%	12	1	1	6	2	0	0	0	29
2022	50	Josh Oliver	BAL	12	14	149	10.6	75	5.4	208	14.9	74	5.3	14	1	1	25	5.40%	17	3	10	6	1	1	1	0	40
2022	50	Adam Trautman	NO	13	18	207	11.5	84	4.7	118	6.6	123	6.8	16	0.9	1	22	4.50%	19	1	3	10	2	0	0	0	22
2022	52	O.J. Howard	HOU	11	10	145	14.5	85	8.5	253	25.3	60	6	6	0.6	1	23	4.10%	10	0	3	6	4	0	0	0	26
2022	53	Jonnu Smith	NE	12	27	245	9.1	45	1.7	116	4.3	200	7.4	84	3.1	9	38	7.30%	29	2	4	7	3	1	1	1	53
2022	53	Durham Smythe	MIA	13	15	129	8.6	82	5.5	79	5.3	47	3.1	11	0.7	0	20	3.60%	15	0	3	4	1	0	0	0	26
2022	55	Connor Heyward	PIT	17	12	151	12.6	89	7.4	92	7.7	62	5.2	10	0.8	0	17	3.10%	12	0	3	4	2	1	1	0	45
2022	56	Teagan Quitoriano	HOU	7	7	113	16.1	60	8.6	165	23.6	53	7.6	11	1.6	0	14	2.50%	8	1	5	3	2	1	1	1	52
2022	57	Jody Fortson Jr.	KC	10	9	108	12	68	7.6	88	9.8	40	4.4	10	1.1	0	13	2.10%	9	0	5	4	2	1	1	0	40
2022	57	Eric Saubert	DEN	14	15	148	9.9	73	4.9	202	13.5	75	5	29	1.9	3	24	4.40%	17	2	3	5	3	0	0	0	25
2022	57	Marcedes Lewis	GB	7	6	66	11	52	8.7	58	9.7	14	2.3	5	0.8	0	7	1.30%	7	1	2	3	1	1	0	0	31
2022	60	Johnny Mundt	MIN	13	19	140	7.4	23	1.2	29	1.5	117	6.2	24	1.3	2	21	3.30%	21	2	3	8	0	0	0	0	17
2022	60	Mitchell Wilcox	CIN	9	17	139	8.2	65	3.8	81	4.8	74	4.4	22	1.3	1	18	3.00%	17	0	1	6	0	0	0	0	19
2022	60	Eric Tomlinson	DEN	9	9	79	8.8	35	3.9	59	6.6	44	4.9	8	0.9	0	13	2.40%	9	0	4	3	0	0	0	0	18
2022	60	Ian Thomas	CAR	14	21	197	9.4	15	0.7	69	3.3	182	8.7	23	1.1	2	30	7.00%	24	3	2	6	1	1	1	1	50
2022	64	Donald Parham Jr.	LAC	6	10	130	13	88	8.8	124	12.4	42	4.2	13	1.3	0	12	1.70%	10	0	2	5	2	0	0	0	24
2022	65	Cameron Brate	TB	9	20	174	8.7	113	5.7	265	13.3	61	3.1	7	0.4	2	38	5.20%	21	1	4	6	1	0	0	0	21
2022	65	James Mitchell	DET	8	11	113	10.3	51	4.6	51	4.6	62	5.6	7	0.6	0	11	2.00%	11	0	1	4	2	0	0	0	22
2022	65	John Bates	WAS	10	14	108	7.7	54	3.9	114	8.1	54	3.9	4	0.3	1	22	4.10%	16	2	2	3	1	0	0	0	20
2022	65	Ross Dwelley	SF	6	3	105	35	62	20.7	69	23	43	14.3	2	0.7	0	5	1.00%	3	0	0	3	2	2	1	1	56
2022	69	Albert Okwuegbunam Jr.	DEN	6	10	95	9.5	36	3.6	99	9.9	59	5.9	26	2.6	1	18	3.30%	12	2	1	4	1	0	0	0	25
2022	70	Ko Kieft	TB	15	7	80	11.4	49	7	57	8.1	31	4.4	8	1.1	0	10	1.40%	10	3	1	4	0	0	0	0	19
2022	70	Dan Arnold	JAC	11	9	135	15	60	6.7	82	9.1	75	8.3	8	0.9	0	13	2.30%	10	1	2	5	3	0	0	0	26
2022	72	Zach Gentry	PIT	14	19	132	6.9	30	1.6	64	3.4	102	5.4	15	0.8	0	23	4.20%	20	1	2	4	2	1	0	0	32
2022	72	Tanner Hudson	CIN	6	10	132	13.2	73	7.3	110	11	59	5.9	7	0.7	0	15	3.10%	11	1	0	7	1	0	0	0	27
2022	72	Brevin Jordan	HOU	9	14	128	9.1	43	3.1	198	14.1	85	6.1	16	1.1	0	28	5.00%	16	2	2	5	2	0	0	0	20
2022	72	Chris Myarick	NYG	10	7	65	9.3	27	3.9	23	3.3	38	5.4	10	1.4	1	8	1.60%	8	0	2	4	1	0	0	0	23
2022	76	Quintin Morris	BUF	9	8	84	10.5	51	6.4	82	10.3	33	4.1	1	0.1	0	11	2.00%	8	0	2	4	1	0	0	0	26
2022	76	Jack Stoll	PHI	10	11	123	11.2	74	6.7	90	8.2	49	4.5	6	0.5	0	14	2.80%	11	0	1	5	2	0	0	0	26
2022	76	Geoff Swaim	TEN	12	12	58	4.8	15	1.3	34	2.8	43	3.6	2	0.2	0	16	3.70%	15	3	5	1	0	0	0	0	13
2022	76	Pharaoh Brown	CLE	9	12	117	9.8	34	2.8	128	10.7	83	6.9	24	2	0	20	3.60%	13	1	2	6	1	1	0	0	30
2022	80	Josiah Deguara	GB	9	13	114	8.8	51	3.9	49	3.8	63	4.8	7	0.5	0	15	2.80%	15	2	1	4	1	0	0	0	25
2022	80	Brycen Hopkins	LAR	7	7	109	15.6	76	10.9	113	16.1	33	4.7	17	2.4	2	11	2.10%	8	1	1	6	2	0	0	0	22
