Year	RK	Player	Team	G	ATT	YDS	Y/ATT	YBCON	YBCON/ATT	YACON	YACON/ATT	BRKTKL	TK LOSS	TK LOSS YDS	LNG TD	10+ YDS	20+ YDS	30+ YDS	40+ YDS	50+ YDS	LNG	REC	TGT	RZ TGT	YACON
2022	21	David Montgomery	CHI	16	201	801	4	405	2	396	2	20	13	-41	9	17	2	0	0	0	28	34	40	3	112
2022	22	Tyler Allgeier	ATL	16	210	1,035	4.9	609	2.9	426	2	5	15	-24	5	21	6	3	3	0	44	16	17	0	51
2022	22	D'Andre Swift	DET	14	99	542	5.5	385	3.8	173	1.7	5	12	-26	17	14	3	3	2	2	50	48	70	14	74
2022	24	Jerick McKinnon	KC	17	72	291	4	180	2.5	111	1.5	6	8	-12	26	5	2	1	0	0	30	56	71	15	70
2022	24	Devin Singletary	BUF	17	178	822	4.6	549	3.1	273	1.5	9	19	-43	33	21	5	2	0	0	33	38	52	7	47
2022	24	AJ Dillon	GB	17	186	770	4.1	453	2.4	317	1.7	6	9	-18	21	15	3	0	0	0	27	28	43	4	55
2022	27	Raheem Mostert	MIA	16	181	891	4.9	512	2.8	379	2.1	16	15	-28	24	27	6	1	1	1	67	31	42	7	82
2022	27	Jeff Wilson Jr.	MIA	16	176	860	4.9	582	3.3	278	1.6	9	16	-20	32	24	7	3	1	0	41	22	37	6	30
2022	29	Dameon Pierce	HOU	13	220	939	4.3	433	2	506	2.3	27	28	-61	75	22	7	3	2	1	75	30	39	2	51
2022	30	Cordarrelle Patterson	ATL	13	144	695	4.8	414	2.9	281	2	4	16	-33	17	18	4	1	1	0	40	21	31	3	6
2022	31	Cam Akers	LAR	15	188	786	4.2	379	2	407	2.2	13	22	-51	14	17	3	2	1	0	42	13	18	3	36
2022	32	Latavius Murray	DEN	14	171	760	4.4	478	2.8	282	1.6	5	10	-21	10	16	5	2	1	1	52	27	35	0	16
2022	33	D'Onta Foreman	CAR	16	203	914	4.5	505	2.5	409	2	10	17	-28	12	21	8	2	1	1	60	5	9	1	14
2022	34	Isiah Pacheco	KC	17	170	830	4.9	537	3.2	293	1.7	4	5	-9	8	15	3	1	0	0	31	13	14	1	30
2022	35	Antonio Gibson	WAS	15	149	546	3.7	326	2.2	220	1.5	5	9	-26	1	11	1	0	0	0	20	46	58	6	51
2022	36	Jonathan Taylor	IND	12	192	861	4.5	481	2.5	380	2	24	15	-30	66	21	5	1	1	1	66	28	40	3	44
2022	37	Khalil Herbert	CHI	13	129	731	5.7	404	3.1	327	2.5	9	8	-13	12	22	4	3	2	2	63	9	12	2	8
2022	38	Samaje Perine	CIN	16	95	394	4.1	232	2.4	162	1.7	5	6	-19	7	5	1	0	0	0	29	38	51	7	80
2022	38	Brian Robinson Jr.	WAS	12	205	797	3.9	457	2.2	340	1.7	8	12	-19	1	18	2	0	0	0	24	9	12	1	13
2022	40	Breece Hall	NYJ	7	80	463	5.8	332	4.2	131	1.6	3	9	-21	62	15	3	2	1	1	62	19	31	5	42
2022	41	Kareem Hunt	CLE	17	123	468	3.8	233	1.9	235	1.9	6	13	-33	24	14	2	0	0	0	24	35	44	7	58
2022	42	Rachaad White	TB	17	129	481	3.7	315	2.4	166	1.3	4	11	-25	1	8	2	1	0	0	35	50	58	8	65
2022	43	Kenyan Drake	BAL	12	109	482	4.4	355	3.3	127	1.2	0	15	-32	30	11	5	3	1	0	40	17	26	5	6
2022	44	James Cook III	BUF	17	91	525	5.8	347	3.8	178	2	3	5	-7	27	13	6	1	0	0	33	21	32	6	12
2022	45	Michael Carter	NYJ	16	114	402	3.5	270	2.4	132	1.2	7	9	-21	6	7	3	0	0	0	25	41	54	8	30
2022	46	Clyde Edwards-Helaire	KC	10	71	302	4.3	134	1.9	168	2.4	3	4	-12	16	5	2	1	1	1	52	17	23	6	52
2022	47	James Robinson	NYJ	11	110	425	3.9	288	2.6	137	1.2	6	12	-17	50	9	4	2	1	1	50	11	14	3	5
2022	48	J.K. Dobbins	BAL	8	92	520	5.7	319	3.5	201	2.2	9	8	-14	4	16	4	2	1	0	44	7	8	2	8
2022	48	Damien Harris	NE	11	106	462	4.4	304	2.9	158	1.5	5	7	-19	5	11	2	1	0	0	30	17	23	6	30
2022	48	Chuba Hubbard	CAR	14	95	466	4.9	295	3.1	171	1.8	4	6	-12	17	10	3	3	0	0	35	14	17	0	50
2022	51	Alexander Mattison	MIN	17	74	283	3.8	171	2.3	112	1.5	6	11	-23	14	9	0	0	0	0	15	15	18	5	24
2022	52	Jaylen Warren	PIT	16	77	379	4.9	242	3.1	137	1.8	5	4	-6	2	11	3	1	0	0	31	28	33	4	76
2022	52	Kenny Gainwell	PHI	17	53	240	4.5	169	3.2	71	1.3	2	1	-1	10	7	0	0	0	0	13	23	29	3	30
2022	52	Eno Benjamin	NO	13	77	313	4.1	160	2.1	153	2	7	9	-20	11	5	1	1	1	0	45	25	34	4	53
2022	55	Melvin Gordon II	IKC	10	90	318	3.5	168	1.9	150	1.7	5	9	-18	1	4	0	0	0	0	17	25	32	2	19
2022	56	Gus Edwards	BAL	9	87	433	5	248	2.9	185	2.1	6	6	-6	7	13	3	1	0	0	37	0	2	0	0
2022	57	Chase Edmonds	DEN	13	68	245	3.6	154	2.3	91	1.3	0	9	-20	3	5	3	0	0	0	28	16	24	4	25
2022	58	Darrell Henderson Jr.	JAC	10	70	283	4	185	2.6	98	1.4	2	1	-1	8	5	1	0	0	0	23	17	22	2	21
2022	58	Dontrell Hilliard	TEN	12	22	145	6.6	109	5	36	1.6	0	0	0	0	5	2	1	0	0	30	21	26	7	19
2022	60	Deon Jackson	IND	12	68	236	3.5	136	2	100	1.5	1	6	-12	3	6	0	0	0	0	17	30	34	3	65
2022	61	Zack Moss	IND	13	93	456	4.9	263	2.8	193	2.1	8	4	-13	15	11	2	2	1	0	43	11	13	0	15
2022	62	Nyheim Miller-Hines	BUF	16	24	33	1.4	24	1	9	0.4	0	5	-16	6	0	0	0	0	0	9	30	37	7	55
2022	62	Joshua Kelley	LAC	12	69	287	4.2	165	2.4	122	1.8	4	2	-4	5	6	1	0	0	0	22	14	25	1	10
2022	64	JaMycal Hasty	JAC	14	46	194	4.2	145	3.2	49	1.1	5	10	-22	61	6	1	1	1	1	61	21	27	1	34
2022	65	Rashaad Penny	SEA	5	57	346	6.1	169	3	177	3.1	2	4	-7	41	10	5	3	1	0	41	4	5	1	7
2022	66	Bam Knight	NYJ	7	85	300	3.5	214	2.5	86	1	2	13	-30	13	7	1	1	1	0	48	13	14	2	21
2022	67	Caleb Huntley	ATL	12	76	366	4.8	219	2.9	147	1.9	0	5	-5	5	8	2	1	0	0	30	2	2	0	1
2022	68	Boston Scott	PHI	15	54	217	4	170	3.1	47	0.9	2	8	-12	8	6	1	0	0	0	21	5	6	0	3
2022	68	Elijah Mitchell	SF	5	45	279	6.2	170	3.8	109	2.4	2	2	-2	6	8	1	1	0	0	37	3	4	1	2
2022	70	Matt Breida	NYG	17	54	220	4.1	151	2.8	69	1.3	2	6	-14	3	5	0	0	0	0	18	20	25	0	15
2022	71	Justin Jackson	DET	15	42	170	4	90	2.1	80	1.9	3	6	-14	15	6	1	0	0	0	27	12	19	4	25
2022	72	Kyle Juszczyk	SF	13	7	26	3.7	12	1.7	14	2	0	0	0	1	0	0	0	0	0	9	19	23	2	58
2022	73	Rex Burkhead	HOU	15	26	80	3.1	49	1.9	31	1.2	2	4	-8	0	0	0	0	0	0	9	37	51	9	12
2022	73	Mark Ingram I	INO	10	62	233	3.8	139	2.2	94	1.5	4	4	-8	5	4	0	0	0	0	14	16	18	5	15
2022	75	Raheem Blackshear	CAR	13	23	77	3.3	38	1.7	39	1.7	1	5	-11	8	2	0	0	0	0	16	10	12	1	28
2022	76	Jordan Mason	SF	12	43	258	6	123	2.9	135	3.1	3	4	-8	14	7	1	1	1	1	55	0	0	0	0
2022	77	Ty Johnson	NYJ	12	30	160	5.3	72	2.4	88	2.9	7	5	-13	32	6	2	1	0	0	32	12	24	0	5
2022	78	Marlon Mack	DEN	8	16	84	5.3	61	3.8	23	1.4	2	1	-1	3	1	0	0	0	0	17	8	10	0	38
2022	78	DeeJay Dallas	SEA	15	35	186	5.3	131	3.7	55	1.6	3	1	-1	0	4	1	0	0	0	27	17	19	1	13
2022	78	Justice Hill	BAL	15	49	262	5.3	176	3.6	86	1.8	7	2	-5	0	9	1	1	0	0	34	12	12	0	9
2022	81	Ameer Abdullah	LV	16	4	20	5	13	3.3	7	1.8	0	0	0	0	0	0	0	0	0	7	25	32	6	33
2022	81	J.D. McKissic	WAS	9	22	95	4.3	64	2.9	31	1.4	1	2	-3	0	2	1	1	0	0	33	27	40	4	17
2022	81	Dare Ogunbowale	HOU	15	42	123	2.9	87	2.1	36	0.9	0	4	-7	3	1	0	0	0	0	11	20	26	2	15
2022	84	Malik Davis	DAL	6	38	161	4.2	119	3.1	42	1.1	2	6	-9	23	4	2	0	0	0	23	6	7	2	10
2022	85	Travis Homer	SEA	12	19	74	3.9	42	2.2	32	1.7	1	1	-2	0	1	0	0	0	0	16	16	18	1	22
2022	86	Javonte Williams	DEN	4	47	204	4.3	94	2	110	2.3	6	5	-11	0	7	0	0	0	0	17	16	22	6	34
2022	87	Gary Brightwell	NYG	15	31	141	4.5	82	2.6	59	1.9	1	4	-6	2	6	1	0	0	0	25	5	8	3	10
2022	88	Alec Ingold	MIA	13	6	8	1.3	3	0.5	5	0.8	0	0	0	1	0	0	0	0	0	2	15	23	2	25
2022	89	Craig Reynolds	DET	7	23	102	4.4	68	3	34	1.5	0	3	-9	0	3	1	0	0	0	21	9	10	0	17
2022	90	Kyren Williams	LAR	8	35	139	4	80	2.3	59	1.7	0	5	-8	0	1	0	0	0	0	17	9	12	1	25
2022	90	C.J. Ham	MIN	12	4	7	1.8	5	1.3	2	0.5	0	0	0	3	0	0	0	0	0	3	10	12	2	10
2022	90	Avery Williams	ATL	17	22	109	5	83	3.8	26	1.2	0	4	-13	8	4	1	0	0	0	21	13	14	3	6
2022	93	Pierre Strong Jr.	NE	10	10	100	10	81	8.1	19	1.9	0	0	0	3	3	1	1	1	0	44	7	7	0	2
2022	93	Mike Boone	DEN	8	24	102	4.3	69	2.9	33	1.4	3	1	-1	0	4	0	0	0	0	18	9	15	2	12
2022	95	Jonathan Williams	WAS	9	37	152	4.1	62	1.7	90	2.4	1	4	-7	0	3	1	0	0	0	23	7	10	0	4
2022	95	Tevin Coleman	SF	3	12	26	2.2	13	1.1	13	1.1	0	4	-6	5	1	0	0	0	0	14	3	3	1	4
2022	95	Brandon Bolden	LV	13	17	66	3.9	50	2.9	16	0.9	0	0	0	0	2	0	0	0	0	12	10	10	1	11
2022	98	Malcolm Brown	LAR	7	18	81	4.5	62	3.4	19	1.1	2	2	-4	23	3	1	0	0	0	23	5	6	2	1
2022	99	Darrel Williams	ARI	5	21	102	4.9	78	3.7	24	1.1	0	1	-1	1	2	1	1	0	0	30	4	8	1	4
2022	99	Corey Clement	ARI	5	15	55	3.7	41	2.7	14	0.9	0	0	0	1	1	0	0	0	0	12	5	7	0	17
2022	99	Benny Snell Jr.	PIT	9	20	90	4.5	54	2.7	36	1.8	0	0	0	2	2	0	0	0	0	16	2	2	0	11
2022	102	Sony Michel	LAC	10	36	106	2.9	42	1.2	64	1.8	3	2	-6	0	1	0	0	0	0	12	9	13	0	11
2022	103	Ronald Jones I	IKC	5	17	70	4.1	47	2.8	23	1.4	1	1	-1	2	1	0	0	0	0	13	1	1	0	3
2022	103	Derek Watt	PIT	12	9	21	2.3	12	1.3	9	1	0	0	0	1	0	0	0	0	0	4	5	5	2	0
2022	103	Hassan Haskins	TEN	14	25	93	3.7	31	1.2	62	2.5	2	0	0	0	1	0	0	0	0	12	11	12	0	19
2022	106	Keaontay Ingram	ARI	11	27	60	2.2	24	0.9	36	1.3	0	3	-7	2	2	0	0	0	0	13	4	5	1	21
2022	106	Zander Horvath	LAC	8	4	8	2	6	1.5	2	0.5	0	0	0	0	0	0	0	0	0	3	5	8	2	0
2022	108	Salvon Ahmed	MIA	7	12	64	5.3	37	3.1	27	2.3	1	0	0	11	2	0	0	0	0	11	1	1	0	0
2022	108	Royce Freeman	HOU	5	41	117	2.9	92	2.2	25	0.6	2	4	-14	0	1	0	0	0	0	11	6	8	0	4
2022	110	Kevin Harris	NE	5	18	52	2.9	29	1.6	23	1.3	3	3	-7	14	2	0	0	0	0	14	0	0	0	0
2022	111	Snoop Conner	JAC	5	12	42	3.5	31	2.6	11	0.9	0	0	0	3	0	0	0	0	0	8	0	0	0	0
2022	111	Tyrion Davis-Price	SF	5	34	99	2.9	46	1.4	53	1.6	2	4	-12	0	2	1	0	0	0	20	0	2	0	0
2022	111	Darrynton Evans	CHI	3	14	64	4.6	37	2.6	27	1.9	0	0	0	0	1	1	0	0	0	21	1	1	0	12
2022	111	Kene Nwangwu	MIN	14	9	14	1.6	4	0.4	10	1.1	0	2	-5	0	0	0	0	0	0	8	2	2	0	3
2022	115	Patrick Ricard	BAL	13	7	16	2.3	7	1	9	1.3	0	0	0	0	0	0	0	0	0	5	11	13	1	27
2022	115	Phillip Lindsay	IND	3	15	49	3.3	30	2	19	1.3	0	1	-2	0	1	0	0	0	0	15	6	8	0	0
2022	115	Jordan Wilkins	IND	4	13	58	4.5	41	3.2	17	1.3	0	0	0	0	0	0	0	0	0	9	6	8	2	7
2022	118	Tyler Badie	DEN	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	9
2022	118	Jaret Patterson	WAS	2	17	78	4.6	40	2.4	38	2.2	0	0	0	0	2	0	0	0	0	14	0	1	0	0
2022	120	Ty Montgomery I	INE	1	2	-2	-1	0	0	0	0	0	1	-2	0	0	0	0	0	0	0	3	4	1	3
2022	120	Ke'Shawn Vaughn	TB	9	17	53	3.1	41	2.4	12	0.7	1	2	-6	0	1	0	0	0	0	12	3	4	0	0
2022	120	Zamir White	LV	11	17	70	4.1	39	2.3	31	1.8	0	3	-10	0	3	1	0	0	0	22	0	0	0	0
2022	123	Trayveon Williams	CIN	9	6	30	5	9	1.5	21	3.5	1	1	-1	0	1	0	0	0	0	16	2	3	0	3
2022	124	Tony Jones Jr.	SEA	3	10	24	2.4	12	1.2	12	1.2	1	2	-4	0	0	0	0	0	0	7	5	8	1	0
2022	124	Myles Gaskin	MIA	2	10	26	2.6	14	1.4	12	1.2	0	1	-2	0	1	0	0	0	0	10	4	6	3	10
2022	124	Isaiah Spiller	LAC	5	18	41	2.3	17	0.9	24	1.3	0	4	-9	0	1	0	0	0	0	11	3	3	0	0
2022	124	Julius Chestnut	TEN	6	9	12	1.3	5	0.6	7	0.8	1	3	-5	0	0	0	0	0	0	5	3	3	0	10
2022	124	Spencer Brown	CAR	2	9	43	4.8	32	3.6	11	1.2	0	0	0	0	0	0	0	0	0	7	2	4	0	1
2022	124	David Johnson	NO	4	12	24	2	6	0.5	18	1.5	0	1	-4	0	0	0	0	0	0	5	4	4	0	6
2022	124	Ronnie Rivers	LAR	2	9	21	2.3	16	1.8	5	0.6	0	0	0	0	0	0	0	0	0	5	5	5	1	11
2022	124	Patrick Taylor Jr.	GB	7	10	31	3.1	13	1.3	18	1.8	0	0	0	0	0	0	0	0	0	6	1	1	0	0
2022	124	Dwayne Washington	NO	7	11	38	3.5	17	1.5	21	1.9	1	1	-1	0	0	0	0	0	0	8	1	1	0	3
2022	133	Trestan Ebner	CHI	11	24	54	2.3	24	1	30	1.3	1	7	-17	0	1	0	0	0	0	11	2	8	0	0
2022	133	Anthony McFarland Jr.	PIT	1	6	30	5	16	2.7	14	2.3	1	1	-1	0	1	0	0	0	0	14	2	2	0	3
2022	135	Larry Rountree III	LAC	3	13	19	1.5	9	0.7	10	0.8	0	2	-5	0	0	0	0	0	0	5	2	2	0	3
2022	135	Jonathan Ward	TEN	4	5	25	5	16	3.2	9	1.8	0	2	-4	0	2	0	0	0	0	12	2	3	1	3
2022	135	Giovani Bernard	TB	4	8	28	3.5	26	3.3	2	0.3	0	0	0	0	0	0	0	0	0	8	2	2	0	0
2022	138	D'Ernest Johnson	CLE	10	4	17	4.3	5	1.3	12	3	0	0	0	0	0	0	0	0	0	7	3	3	0	0
2022	138	Mike Davis	BAL	5	8	18	2.3	13	1.6	5	0.6	1	0	0	0	1	0	0	0	0	10	2	2	0	2
2022	138	Ty Chandler	MIN	2	6	20	3.3	8	1.3	12	2	0	0	0	0	1	0	0	0	0	10	0	0	0	0
2022	138	Trey Sermon	PHI	1	2	19	9.5	10	5	9	4.5	0	0	0	0	1	0	0	0	0	14	0	0	0	0
2022	138	Adam Prentice	NO	6	4	9	2.3	3	0.8	6	1.5	0	0	0	0	0	0	0	0	0	3	3	3	0	5
2022	138	Michael Burton	KC	12	5	7	1.4	4	0.8	3	0.6	0	1	-1	0	0	0	0	0	0	6	2	3	0	2
2022	138	J.J. Taylor	NE	1	10	9	0.9	4	0.4	5	0.5	1	3	-6	0	0	0	0	0	0	5	1	1	0	3
2022	145	Jerome Ford	CLE	13	8	12	1.5	-1	-0.1	13	1.6	0	2	-5	0	0	0	0	0	0	9	0	0	0	0
2022	145	Keith Smith	ATL	10	1	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	2	1	2	1	5
2022	145	Reggie Bonnafon	WAS	1	3	8	2.7	5	1.7	3	1	0	1	-1	0	0	0	0	0	0	5	0	0	0	0
2022	145	Godwin Igwebuike	SEA	5	3	4	1.3	0	0	0	0	0	1	-3	0	0	0	0	0	0	4	1	1	0	0
2022	145	Devine Ozigbo	DEN	3	3	4	1.3	2	0.7	2	0.7	0	1	-2	0	0	0	0	0	0	4	1	1	0	0
2022	145	Kylin Hill	GB	1	1	7	7	2	2	5	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0
2022	151	Demetric Felton Jr.	CLE	6	1	-4	-4	0	0	0	0	0	1	-4	0	0	0	0	0	0	0	2	4	0	1
2022	151	Duke Johnson Jr.	BUF	1	2	4	2	1	0.5	3	1.5	0	0	0	0	0	0	0	0	0	4	0	0	0	0
2022	151	Damien Williams	ATL	1	2	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
2022	151	Jordan Howard	NO	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
